MF,Fraction,mz,Retention_time,Cell_9312_A,Cell_9312_B,Cell_9312_C,Cell_9313_A,Cell_9313_B,Cell_9313_C,Vesicle_9312_1,Vesicle_9312_2,Vesicle_9312_3,Vesicle_9313_2,Vesicle_9313_1,Vesicle_9313_3
1420_CyanoAq,CyanoAq,331.05325,1.056,6.87E-05,4.88E-05,7.27E-05,6.58E-06,4.93E-05,2.01E-05,NA,NA,NA,NA,NA,NA
1423_CyanoAq,CyanoAq,331.17545,7.967,NA,NA,3.37E-06,1.15E-04,2.19E-05,3.69E-06,0.002254824,NA,0.005955914,7.90E-05,NA,NA
1427_CyanoAq,CyanoAq,331.24823,8.212,NA,NA,NA,NA,NA,NA,NA,0.00183973,NA,NA,NA,NA
1428_CyanoAq,CyanoAq,331.24829,8.692,1.18E-05,1.08E-05,1.10E-05,4.74E-05,5.04E-05,8.62E-06,NA,0.001827628,NA,NA,NA,NA
1429_CyanoAq,CyanoAq,331.28452,11.742,1.30E-04,6.36E-05,1.33E-04,1.05E-04,4.68E-05,NA,0.142626745,0.003297898,0.019672876,0.004979239,8.27E-04,3.88E-04
1430_CyanoAq,CyanoAq,331.28467,11.061,NA,NA,NA,NA,NA,NA,0.00887051,NA,4.09E-04,0.002499076,2.71E-04,2.05E-04
1431_CyanoAq,CyanoAq,331.28467,9.362,NA,NA,NA,NA,NA,NA,0.012589294,3.03E-04,8.64E-04,3.39E-04,6.38E-05,NA
1435_CyanoAq,CyanoAq,332.20706,4.5,NA,NA,NA,NA,NA,NA,0.002197922,0.021050593,NA,7.72E-05,NA,NA
1444_CyanoAq,CyanoAq,333.20636,8.993,NA,NA,NA,6.41E-05,9.45E-05,6.26E-06,NA,NA,NA,NA,NA,NA
1451_CyanoAq,CyanoAq,334.15863,6.414,1.72E-04,1.45E-04,2.30E-04,0.003088185,0.001183381,0.00124774,NA,NA,NA,NA,NA,NA
1452_CyanoAq,CyanoAq,334.68448,1.865,1.65E-04,1.02E-04,2.56E-04,NA,1.26E-05,1.30E-05,NA,NA,NA,NA,NA,NA
1461_CyanoAq,CyanoAq,336.15558,1.759,NA,NA,NA,2.79E-04,3.41E-04,1.89E-05,NA,NA,NA,NA,NA,NA
1464_CyanoAq,CyanoAq,336.23819,6.228,NA,NA,9.05E-06,1.23E-05,1.07E-05,6.50E-06,NA,NA,NA,NA,NA,NA
1475_CyanoAq,CyanoAq,337.13742,4.651,1.63E-04,1.18E-04,1.38E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481_CyanoAq,CyanoAq,337.21603,4.288,1.29E-05,1.22E-05,3.30E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483_CyanoAq,CyanoAq,337.47192,4.651,7.63E-05,7.22E-05,7.78E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485_CyanoAq,CyanoAq,337.80661,4.65,2.36E-05,1.94E-05,1.57E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486_CyanoAq,CyanoAq,338.04788,1.389,3.94E-06,NA,1.95E-06,1.61E-05,1.18E-05,3.03E-06,NA,NA,NA,NA,NA,NA
1492_CyanoAq,CyanoAq,339.20297,5.153,5.79E-06,7.65E-06,3.61E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493_CyanoAq,CyanoAq,339.68262,4.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85E-04,7.47E-04,7.39E-05
1495_CyanoAq,CyanoAq,340.19272,2.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42E-04,6.24E-04,7.76E-05
1498_CyanoAq,CyanoAq,340.68118,4.38,4.03E-05,2.54E-05,4.48E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506_CyanoAq,CyanoAq,342.09833,1.625,5.74E-06,7.01E-06,1.82E-05,1.56E-05,NA,NA,NA,NA,NA,NA,NA,NA
1521_CyanoAq,CyanoAq,343.20364,2.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50E-04,0.00125376,2.39E-04
1527_CyanoAq,CyanoAq,344.12766,4.975,1.13E-05,9.97E-06,1.60E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533_CyanoAq,CyanoAq,344.31628,11.318,1.16E-04,6.22E-05,1.49E-04,NA,NA,NA,0.22175451,0.004725229,0.020823199,9.11E-04,1.49E-04,7.44E-04
1534_CyanoAq,CyanoAq,344.52975,1.579,1.88E-05,1.17E-05,1.38E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549_CyanoAq,CyanoAq,347.12408,5.056,4.02E-06,5.20E-06,1.22E-05,1.03E-05,4.55E-06,NA,NA,NA,NA,NA,NA,NA
1550_CyanoAq,CyanoAq,347.12411,4.325,2.26E-05,1.94E-05,1.83E-05,2.15E-05,2.11E-05,1.74E-06,NA,NA,NA,NA,NA,NA
1553_CyanoAq,CyanoAq,347.20053,4.032,1.64E-05,1.42E-05,4.80E-05,NA,NA,2.05E-06,NA,NA,NA,NA,NA,NA
1555_CyanoAq,CyanoAq,348.17209,2.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002047056,0.005087728,0.001779562
1556_CyanoAq,CyanoAq,348.20206,7.966,3.07E-05,2.34E-05,6.42E-05,0.001353894,3.35E-04,5.44E-05,0.030502824,0.006090916,0.079878468,0.001643452,9.75E-04,5.26E-04
1558_CyanoAq,CyanoAq,348.2081,5.059,6.38E-06,8.54E-06,1.94E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564_CyanoAq,CyanoAq,349.08841,1.118,3.72E-05,5.42E-05,7.53E-05,0.002598922,9.39E-04,2.05E-05,NA,NA,NA,NA,NA,NA
1570_CyanoAq,CyanoAq,349.71371,3.571,6.40E-05,7.07E-05,2.66E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571_CyanoAq,CyanoAq,350.08545,1.056,7.26E-06,5.16E-06,9.82E-06,3.71E-04,1.15E-04,1.13E-06,NA,NA,NA,NA,NA,NA
1580_CyanoAq,CyanoAq,351.15842,2.078,3.80E-05,4.17E-05,3.42E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582_CyanoAq,CyanoAq,351.15967,1.2,NA,NA,NA,4.00E-04,3.68E-04,3.23E-05,NA,NA,NA,NA,NA,NA
1590_CyanoAq,CyanoAq,353.15747,7.966,9.71E-06,9.44E-06,2.84E-05,5.47E-04,1.46E-04,2.51E-05,0.017515216,0.002711159,0.045348683,8.48E-04,5.10E-04,2.48E-04
1594_CyanoAq,CyanoAq,354.07916,1.209,3.48E-04,3.01E-04,2.87E-04,6.60E-04,7.86E-04,1.60E-04,NA,NA,NA,NA,NA,NA
1595_CyanoAq,CyanoAq,354.18906,4.631,NA,NA,NA,NA,NA,NA,NA,0.006103935,NA,2.96E-04,5.07E-04,4.87E-05
1606_CyanoAq,CyanoAq,356.14474,4.477,6.11E-05,4.57E-05,4.96E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612_CyanoAq,CyanoAq,356.47922,4.479,3.60E-05,2.35E-05,2.35E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617_CyanoAq,CyanoAq,357.18503,4.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84E-04,8.78E-04,8.05E-05
1623_CyanoAq,CyanoAq,358.27026,5.806,5.98E-06,4.07E-06,8.18E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626_CyanoAq,CyanoAq,359.04581,8.074,NA,NA,NA,2.39E-04,2.57E-04,1.53E-05,NA,NA,NA,NA,NA,NA
1627_CyanoAq,CyanoAq,359.04584,7.807,NA,NA,NA,2.70E-04,2.82E-04,1.37E-05,NA,NA,NA,NA,NA,NA
1628_CyanoAq,CyanoAq,359.17175,4.11,2.25E-05,1.44E-05,1.51E-05,2.90E-05,3.08E-05,NA,NA,NA,NA,NA,NA,NA
1629_CyanoAq,CyanoAq,359.17191,4.19,NA,NA,1.51E-05,1.10E-04,1.09E-04,7.64E-06,NA,NA,NA,NA,NA,NA
1631_CyanoAq,CyanoAq,359.64343,2.409,9.96E-04,8.63E-04,9.79E-04,NA,2.05E-04,8.46E-06,NA,NA,NA,NA,NA,NA
1644_CyanoAq,CyanoAq,360.86139,4.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001169726,0.003749496,5.05E-04
1645_CyanoAq,CyanoAq,361.07324,1.07,NA,NA,NA,2.00E-04,1.05E-04,4.65E-06,NA,NA,NA,NA,NA,NA
1646_CyanoAq,CyanoAq,361.13995,6.512,2.62E-05,2.44E-05,1.70E-05,1.20E-04,8.74E-05,9.68E-06,NA,NA,NA,NA,NA,NA
1652_CyanoAq,CyanoAq,361.69556,4.404,NA,NA,NA,2.06E-04,9.41E-05,2.74E-06,NA,NA,NA,NA,NA,NA
1653_CyanoAq,CyanoAq,361.9913,9.282,NA,NA,NA,1.69E-04,2.37E-05,4.14E-06,NA,NA,NA,NA,NA,NA
1656_CyanoAq,CyanoAq,363.1275,1.215,2.71E-05,3.61E-05,3.89E-05,0.001839527,5.09E-04,2.13E-05,NA,NA,NA,NA,NA,NA
1668_CyanoAq,CyanoAq,364.52509,2.016,4.85E-06,1.31E-05,7.66E-05,9.84E-06,NA,NA,NA,NA,NA,NA,NA,NA
1678_CyanoAq,CyanoAq,366.20282,4.665,1.10E-05,1.25E-05,3.42E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688_CyanoAq,CyanoAq,367.85764,3.723,1.05E-04,1.09E-04,1.61E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689_CyanoAq,CyanoAq,368.19235,3.723,4.75E-05,5.84E-05,8.37E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703_CyanoAq,CyanoAq,372.23724,4.756,6.75E-06,4.46E-06,1.70E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709_CyanoAq,CyanoAq,372.31134,11.864,NA,NA,NA,NA,NA,NA,0.005695098,NA,4.67E-04,NA,NA,NA
1714_CyanoAq,CyanoAq,373.22681,2.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38E-04,0.002181224,2.82E-04
1715_CyanoAq,CyanoAq,373.24484,4.257,3.05E-05,2.57E-05,6.82E-05,1.20E-05,NA,NA,NA,NA,NA,NA,NA,NA
1717_CyanoAq,CyanoAq,373.52005,1.468,NA,NA,NA,2.59E-05,6.56E-05,1.14E-05,NA,NA,NA,NA,NA,NA
1722_CyanoAq,CyanoAq,375.20111,4.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75E-04,5.91E-04,6.26E-05
1723_CyanoAq,CyanoAq,375.22388,1.191,8.62E-06,7.78E-06,5.53E-05,9.51E-06,NA,NA,NA,NA,NA,NA,NA,NA
1726_CyanoAq,CyanoAq,375.69315,1.696,2.89E-05,2.27E-05,6.76E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1727_CyanoAq,CyanoAq,375.85638,2.29,2.19E-05,1.97E-05,8.18E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728_CyanoAq,CyanoAq,376.17191,1.145,5.46E-06,4.21E-06,4.39E-06,9.83E-05,6.50E-05,5.24E-06,NA,NA,NA,NA,NA,NA
1729_CyanoAq,CyanoAq,376.19095,2.273,8.80E-06,9.72E-06,4.37E-05,NA,NA,NA,NA,NA,NA,NA,7.52E-05,NA
1736_CyanoAq,CyanoAq,378.13327,1.058,2.00E-04,1.24E-04,1.45E-04,1.73E-04,2.69E-04,3.80E-05,NA,NA,NA,NA,NA,NA
1737_CyanoAq,CyanoAq,378.16977,1.488,8.86E-06,1.28E-05,1.01E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739_CyanoAq,CyanoAq,378.23917,5.915,1.22E-05,9.48E-06,1.95E-05,NA,NA,NA,NA,0.001000916,NA,NA,NA,NA
1741_CyanoAq,CyanoAq,378.61688,2.412,1.03E-04,4.07E-05,9.89E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1743_CyanoAq,CyanoAq,378.86517,3.951,5.23E-05,4.22E-05,2.68E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745_CyanoAq,CyanoAq,379.12259,1.216,6.54E-06,6.15E-06,7.62E-06,3.68E-04,1.20E-04,4.22E-06,NA,NA,NA,NA,NA,NA
1750_CyanoAq,CyanoAq,379.19965,3.956,2.67E-05,2.64E-05,1.50E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755_CyanoAq,CyanoAq,380.1853,1.123,1.97E-04,2.02E-04,2.61E-04,1.19E-04,1.32E-04,1.63E-06,NA,NA,NA,NA,NA,NA
1756_CyanoAq,CyanoAq,380.22177,1.578,1.35E-05,1.33E-05,2.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761_CyanoAq,CyanoAq,380.61771,1.679,3.49E-04,2.47E-04,2.89E-04,6.22E-04,5.78E-04,3.02E-05,NA,NA,NA,NA,NA,NA
1762_CyanoAq,CyanoAq,380.6178,1.772,2.13E-04,1.63E-04,1.75E-04,3.97E-04,3.90E-04,1.89E-05,NA,NA,NA,NA,NA,NA
1765_CyanoAq,CyanoAq,381.1694,1.405,6.50E-05,3.81E-05,3.12E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770_CyanoAq,CyanoAq,382.22391,4.982,2.55E-05,3.10E-05,9.60E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771_CyanoAq,CyanoAq,382.22427,3.584,3.36E-05,8.33E-06,2.07E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777_CyanoAq,CyanoAq,383.10394,1.908,1.97E-05,1.03E-05,7.71E-06,6.94E-05,7.66E-05,8.14E-06,NA,NA,NA,NA,NA,NA
1781_CyanoAq,CyanoAq,384.11536,1.429,3.70E-05,5.42E-05,4.48E-05,1.60E-05,NA,NA,NA,NA,NA,NA,NA,NA
1788_CyanoAq,CyanoAq,385.10956,1.214,3.72E-05,5.54E-05,5.35E-05,0.001814207,6.84E-04,3.01E-05,NA,NA,NA,NA,NA,NA
1790_CyanoAq,CyanoAq,385.12848,8.425,NA,NA,NA,NA,NA,NA,0.002669647,5.39E-04,0.002128145,7.73E-05,NA,NA
1797_CyanoAq,CyanoAq,386.16714,1.24,2.89E-05,1.69E-05,1.92E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798_CyanoAq,CyanoAq,386.20966,1.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58E-04,0.001123952,1.79E-04
1799_CyanoAq,CyanoAq,386.22211,1.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002717985,0.005276692,0.001121272
1810_CyanoAq,CyanoAq,388.23206,3.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70E-04,3.54E-04,5.74E-05
1827_CyanoAq,CyanoAq,391.19794,1.743,1.80E-05,2.65E-05,1.78E-04,3.41E-05,NA,NA,NA,NA,NA,NA,NA,NA
1828_CyanoAq,CyanoAq,391.22641,5.033,7.74E-06,8.35E-06,7.63E-06,1.63E-05,5.19E-05,2.88E-05,NA,NA,NA,NA,NA,NA
1832_CyanoAq,CyanoAq,392.65579,4.642,2.12E-05,1.67E-05,8.69E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840_CyanoAq,CyanoAq,393.2355,3.843,NA,NA,3.40E-06,NA,NA,NA,NA,NA,NA,0.003246843,0.0070174,0.001340025
1842_CyanoAq,CyanoAq,393.7276,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001146173,0.001750888,3.29E-04
1843_CyanoAq,CyanoAq,393.82629,5.166,6.57E-06,9.22E-06,1.95E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844_CyanoAq,CyanoAq,394.1283,1.11,6.44E-05,5.68E-05,5.73E-05,NA,2.54E-05,2.65E-06,NA,NA,NA,NA,NA,NA
1846_CyanoAq,CyanoAq,394.16476,1.457,4.97E-05,2.39E-05,1.47E-05,5.32E-06,NA,NA,NA,NA,NA,NA,NA,NA
1847_CyanoAq,CyanoAq,394.23407,5.556,2.93E-05,2.08E-05,2.15E-05,2.62E-05,2.37E-05,NA,NA,NA,NA,NA,NA,NA
1850_CyanoAq,CyanoAq,395.11752,1.214,1.99E-06,8.46E-06,6.35E-06,3.98E-04,9.44E-05,2.99E-06,NA,NA,NA,NA,NA,NA
1851_CyanoAq,CyanoAq,395.15012,1.216,8.39E-05,7.85E-05,7.50E-05,9.40E-04,5.44E-04,5.18E-05,NA,NA,NA,NA,NA,NA
1855_CyanoAq,CyanoAq,395.71063,3.556,3.55E-05,2.39E-05,3.03E-05,2.80E-05,4.03E-05,2.87E-06,NA,NA,NA,NA,NA,NA
1856_CyanoAq,CyanoAq,396.18057,1.124,3.63E-05,5.66E-05,5.72E-05,2.05E-05,3.04E-05,NA,NA,NA,NA,NA,NA,NA
1860_CyanoAq,CyanoAq,397.87216,4.226,3.51E-05,2.84E-05,2.35E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863_CyanoAq,CyanoAq,398.20694,4.227,2.06E-05,1.76E-05,1.18E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871_CyanoAq,CyanoAq,400.1868,4.959,6.94E-06,2.47E-06,2.33E-05,NA,NA,NA,3.55E-04,NA,0.001205995,NA,NA,NA
1873_CyanoAq,CyanoAq,400.70126,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001159497,0.003042296,5.26E-04
1874_CyanoAq,CyanoAq,401.11487,1.507,2.79E-05,9.56E-06,8.69E-06,4.40E-05,1.95E-05,2.96E-06,NA,NA,NA,NA,NA,NA
1883_CyanoAq,CyanoAq,402.20605,5.593,6.67E-06,4.80E-06,5.75E-06,2.22E-05,3.62E-05,NA,NA,NA,NA,NA,NA,NA
1885_CyanoAq,CyanoAq,402.21716,4.129,NA,NA,NA,NA,NA,NA,NA,NA,4.99E-04,0.002346614,0.003538088,8.70E-04
1889_CyanoAq,CyanoAq,402.70901,1.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70E-04,9.26E-04,2.02E-04
1894_CyanoAq,CyanoAq,403.25543,1.506,1.68E-05,1.59E-05,3.99E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896_CyanoAq,CyanoAq,403.71201,4.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002353386,0.006321792,0.00114391
1900_CyanoAq,CyanoAq,404.2164,4.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09E-04,0.001162844,3.47E-04
1903_CyanoAq,CyanoAq,405.21759,3.141,3.30E-05,8.49E-06,2.93E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904_CyanoAq,CyanoAq,405.22455,5.963,NA,NA,NA,1.99E-05,NA,NA,NA,NA,NA,1.52E-04,4.38E-04,8.07E-05
1906_CyanoAq,CyanoAq,406.19095,4.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00E-04,0.001239944,1.74E-04
1907_CyanoAq,CyanoAq,406.25623,4.814,2.11E-05,2.26E-05,5.04E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914_CyanoAq,CyanoAq,407.68362,6.273,NA,NA,NA,6.91E-05,3.31E-05,1.06E-05,NA,NA,NA,NA,NA,NA
1915_CyanoAq,CyanoAq,407.68362,6.568,NA,NA,NA,8.55E-05,4.25E-05,5.75E-06,NA,NA,NA,NA,NA,NA
1916_CyanoAq,CyanoAq,408.18045,2.12,7.56E-05,5.32E-05,4.41E-05,6.93E-06,NA,NA,NA,NA,NA,NA,NA,NA
1917_CyanoAq,CyanoAq,408.23495,5.568,7.42E-06,9.58E-06,1.66E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919_CyanoAq,CyanoAq,408.72015,1.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95E-04,0.001268968,2.60E-04
1921_CyanoAq,CyanoAq,409.18433,4.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03E-04,4.01E-04,4.64E-05
1925_CyanoAq,CyanoAq,410.70163,4.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60E-04,5.65E-04,9.56E-05
1928_CyanoAq,CyanoAq,411.5437,4.495,NA,NA,NA,2.60E-05,7.32E-05,4.64E-05,NA,NA,NA,NA,NA,NA
1929_CyanoAq,CyanoAq,411.87811,4.535,NA,NA,NA,1.75E-05,4.25E-05,3.26E-05,NA,NA,NA,NA,NA,NA
1935_CyanoAq,CyanoAq,414.14114,1.289,NA,NA,NA,9.24E-05,1.06E-04,5.84E-06,NA,NA,NA,NA,NA,NA
1936_CyanoAq,CyanoAq,414.21848,4.969,4.83E-06,1.33E-05,3.68E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940_CyanoAq,CyanoAq,415.23755,5.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09E-04,7.97E-04,1.72E-04
1942_CyanoAq,CyanoAq,415.25577,1.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20E-04,5.55E-04,5.51E-05
1943_CyanoAq,CyanoAq,415.73181,4.653,2.94E-05,2.00E-05,6.19E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944_CyanoAq,CyanoAq,415.73532,4.885,NA,NA,NA,4.74E-05,1.43E-05,1.14E-06,NA,NA,NA,0.001531081,0.00208222,5.76E-04
1945_CyanoAq,CyanoAq,416.18613,4.806,NA,NA,NA,NA,NA,NA,NA,0.001265364,NA,NA,NA,NA
1948_CyanoAq,CyanoAq,416.25101,2.029,1.98E-05,1.62E-05,5.51E-05,7.36E-06,7.69E-06,NA,NA,NA,NA,NA,NA,NA
1952_CyanoAq,CyanoAq,417.13223,1.216,1.15E-05,1.14E-05,1.09E-05,1.23E-04,8.75E-05,6.60E-06,NA,NA,NA,NA,NA,NA
1957_CyanoAq,CyanoAq,417.21356,5.725,2.38E-05,2.00E-05,2.31E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958_CyanoAq,CyanoAq,417.22211,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003028406,0.006236132,0.001134707
1959_CyanoAq,CyanoAq,417.23462,1.318,8.17E-05,6.13E-05,1.16E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960_CyanoAq,CyanoAq,417.27081,4.486,5.16E-06,5.54E-06,1.68E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961_CyanoAq,CyanoAq,417.54974,3.596,6.03E-06,2.37E-05,1.58E-05,2.54E-04,2.19E-04,2.26E-05,NA,NA,NA,NA,NA,NA
1975_CyanoAq,CyanoAq,419.22711,4.127,7.35E-06,3.49E-06,1.30E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976_CyanoAq,CyanoAq,419.24274,1.055,1.76E-05,8.38E-06,3.25E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982_CyanoAq,CyanoAq,420.3114,11.588,NA,NA,NA,1.66E-04,6.62E-06,NA,NA,NA,NA,5.03E-04,0.001213432,1.53E-04
1984_CyanoAq,CyanoAq,420.57053,4.367,NA,NA,NA,1.83E-05,3.79E-05,NA,NA,NA,NA,NA,NA,NA
1986_CyanoAq,CyanoAq,421.21194,1.284,1.01E-05,9.52E-06,1.33E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990_CyanoAq,CyanoAq,421.55093,4.504,2.43E-05,1.61E-05,1.25E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991_CyanoAq,CyanoAq,421.88525,4.501,2.40E-05,9.48E-06,6.74E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992_CyanoAq,CyanoAq,421.90381,5.095,NA,NA,NA,5.14E-05,1.20E-04,7.45E-06,NA,NA,NA,NA,NA,NA
1993_CyanoAq,CyanoAq,422.15942,1.172,3.04E-05,3.49E-05,9.35E-06,5.09E-06,5.23E-06,1.18E-06,NA,NA,NA,NA,NA,NA
1996_CyanoAq,CyanoAq,422.25089,3.782,6.94E-06,4.51E-06,1.63E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999_CyanoAq,CyanoAq,422.76096,4.008,1.54E-05,1.24E-05,1.75E-05,7.83E-06,NA,NA,NA,NA,NA,NA,NA,NA
2001_CyanoAq,CyanoAq,423.17389,3.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14E-04,0.001076384,1.63E-04
2002_CyanoAq,CyanoAq,423.22418,4.176,1.02E-04,7.62E-05,1.28E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004_CyanoAq,CyanoAq,424.16486,2.836,3.84E-06,1.49E-05,7.53E-06,6.53E-04,0.006167548,2.88E-04,NA,NA,NA,NA,NA,NA
2010_CyanoAq,CyanoAq,425.23312,1.405,3.04E-05,3.81E-05,4.02E-05,2.30E-05,3.55E-05,4.39E-06,NA,NA,NA,NA,NA,NA
2017_CyanoAq,CyanoAq,428.13104,5.272,1.29E-04,1.08E-05,5.39E-06,3.92E-05,3.44E-05,8.11E-06,NA,NA,NA,NA,NA,NA
2020_CyanoAq,CyanoAq,428.54282,4.351,NA,NA,NA,5.34E-05,1.13E-04,1.65E-05,NA,NA,NA,NA,NA,NA
2021_CyanoAq,CyanoAq,428.87732,4.347,NA,NA,NA,4.17E-05,7.53E-05,1.34E-05,NA,NA,NA,NA,NA,NA
2025_CyanoAq,CyanoAq,429.2244,5.711,2.20E-05,1.85E-05,2.25E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2027_CyanoAq,CyanoAq,429.27133,4.501,2.47E-05,1.94E-05,4.78E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2030_CyanoAq,CyanoAq,430.14676,4.033,NA,NA,NA,2.60E-04,2.70E-04,2.33E-05,NA,NA,NA,NA,NA,NA
2036_CyanoAq,CyanoAq,431.15482,4.257,NA,NA,NA,1.30E-04,1.24E-04,9.16E-06,NA,NA,NA,NA,NA,NA
2039_CyanoAq,CyanoAq,432.10757,1.307,2.01E-05,1.68E-05,2.29E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2042_CyanoAq,CyanoAq,432.24557,1.046,8.83E-06,1.40E-05,2.90E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2051_CyanoAq,CyanoAq,434.67151,8.465,NA,NA,NA,3.86E-05,6.02E-05,2.70E-06,NA,NA,NA,NA,NA,NA
2056_CyanoAq,CyanoAq,435.21286,1.583,NA,NA,NA,2.13E-05,4.50E-05,6.38E-06,NA,NA,NA,NA,NA,NA
2057_CyanoAq,CyanoAq,435.26083,5.612,1.39E-05,3.73E-06,2.48E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2063_CyanoAq,CyanoAq,436.74051,4.838,6.88E-06,1.25E-05,9.64E-06,6.85E-06,NA,NA,NA,NA,NA,NA,NA,NA
2064_CyanoAq,CyanoAq,436.74612,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001344452,0.004267728,9.00E-04
2067_CyanoAq,CyanoAq,437.22079,11.75,7.64E-05,8.31E-05,1.22E-04,1.42E-04,5.87E-05,NA,0.004111922,0.003538275,0.019128629,0.006181132,9.60E-04,4.40E-04
2068_CyanoAq,CyanoAq,437.22098,11.521,4.95E-05,4.02E-05,6.29E-05,1.38E-04,7.07E-05,NA,0.014211843,NA,0.001592097,0.002439543,3.86E-04,2.03E-04
2069_CyanoAq,CyanoAq,437.22098,10.681,NA,NA,NA,NA,NA,NA,0.004112471,NA,NA,5.46E-04,6.43E-05,NA
2070_CyanoAq,CyanoAq,437.22104,11.372,7.41E-05,4.10E-05,7.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2074_CyanoAq,CyanoAq,438.19098,1.488,3.04E-05,1.68E-05,1.55E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
